"SampleName","smokingscore_EM","smokingscore_ZM","logCoeff_CS","logCoeff_FS","logCoeff_NS","PredictedSmokingStatus","probs_CS","probs_FS","probs_NS","PredictedSmokingStatus2"
"GSM1052149_5730053009_R05C01","10.76","-1.35","2.69","-0.03","-2.66","Current Smoker","0.93","0.06","0.00","Current Smoker"
"GSM1052150_5730053009_R06C01","-3.00","-9.79","-1.35","0.11","1.24","Never Smoker","0.05","0.23","0.71","Never Smoker"
"GSM1052151_5730053009_R01C02","4.28","-4.34","-0.35","0.68","-0.33","Former Smoker","0.21","0.58","0.21","Former Smoker"
"GSM1052152_5730053009_R02C02","0.69","-6.68","-0.59","0.56","0.03","Former Smoker","0.17","0.52","0.31","Former Smoker"
"GSM1052153_5730053009_R03C02","-1.27","-9.25","-1.21","-0.32","1.53","Never Smoker","0.05","0.13","0.82","Never Smoker"
"GSM1052154_5730053009_R04C02","11.62","-3.45","2.72","-0.28","-2.44","Current Smoker","0.95","0.05","0.01","Current Smoker"
"GSM1052155_5730053009_R05C02","-2.17","-9.01","-0.61","-0.42","1.03","Never Smoker","0.14","0.16","0.70","Never Smoker"
"GSM1052156_5730053012_R03C01","5.71","-4.96","0.90","0.23","-1.13","Current Smoker","0.61","0.31","0.08","Current Smoker"
"GSM1052157_5730053012_R05C01","0.93","-7.08","-0.43","-0.17","0.60","Never Smoker","0.20","0.26","0.55","Never Smoker"
"GSM1052158_5730053012_R06C01","12.17","-1.80","2.24","-0.52","-1.72","Current Smoker","0.92","0.06","0.02","Current Smoker"
"GSM1052159_5730053012_R01C02","-1.23","-5.05","0.00","-0.01","0.01","Never Smoker","0.33","0.33","0.34","Never Smoker"
"GSM1052160_5730053012_R02C02","-3.23","-9.57","-1.58","0.20","1.38","Never Smoker","0.04","0.23","0.74","Never Smoker"
"GSM1052161_5730053012_R03C02","-3.91","-7.60","-1.13","0.17","0.96","Never Smoker","0.08","0.29","0.63","Never Smoker"
"GSM1052162_5730053012_R04C02","5.06","-4.23","1.31","-0.38","-0.93","Current Smoker","0.77","0.14","0.08","Current Smoker"
"GSM1052163_5730053012_R05C02","8.94","-5.22","1.02","-0.07","-0.95","Current Smoker","0.68","0.23","0.09","Current Smoker"
"GSM1052164_5730053030_R02C01","-0.24","-5.90","-0.04","0.32","-0.28","Former Smoker","0.31","0.44","0.25","Former Smoker"
"GSM1052165_5730053030_R05C01","0.97","-5.60","0.89","-0.27","-0.62","Current Smoker","0.65","0.20","0.14","Current Smoker"
"GSM1052166_5730053030_R06C01","9.82","-2.76","2.47","-0.55","-1.92","Current Smoker","0.94","0.05","0.01","Current Smoker"
"GSM1052167_5730053030_R03C02","16.83","-2.36","2.20","0.03","-2.23","Current Smoker","0.89","0.10","0.01","Current Smoker"
"GSM1052168_5730053030_R04C02","14.18","-2.27","3.16","-0.81","-2.35","Current Smoker","0.98","0.02","0.00","Current Smoker"
"GSM1052169_5730053030_R05C02","13.10","-0.93","2.68","-0.50","-2.19","Current Smoker","0.95","0.04","0.01","Current Smoker"
"GSM1052170_5730053039_R01C01","10.28","-2.51","2.87","-0.52","-2.35","Current Smoker","0.96","0.03","0.01","Current Smoker"
"GSM1052171_5730053039_R03C01","11.54","-2.61","2.57","0.19","-2.75","Current Smoker","0.91","0.08","0.00","Current Smoker"
"GSM1052172_5730053039_R05C01","0.00","-9.46","-1.71","0.31","1.40","Never Smoker","0.03","0.24","0.72","Never Smoker"
"GSM1052173_5730053039_R01C02","-2.04","-9.10","-1.18","-0.52","1.70","Never Smoker","0.05","0.09","0.86","Never Smoker"
"GSM1052174_5730053039_R02C02","-5.45","-9.56","-1.68","0.10","1.59","Never Smoker","0.03","0.18","0.79","Never Smoker"
"GSM1052175_5730053039_R04C02","-4.54","-7.83","-0.67","-0.07","0.75","Never Smoker","0.14","0.26","0.59","Never Smoker"
"GSM1052176_5730053039_R05C02","6.55","-5.16","0.50","0.18","-0.68","Current Smoker","0.49","0.36","0.15","Current Smoker"
"GSM1052177_5730053039_R06C02","12.08","-3.31","2.66","-0.87","-1.79","Current Smoker","0.96","0.03","0.01","Current Smoker"
"GSM1052178_5730053040_R01C01","-2.89","-7.76","-0.98","0.12","0.86","Never Smoker","0.10","0.29","0.61","Never Smoker"
"GSM1052179_5730053040_R02C01","12.51","-2.71","1.42","0.39","-1.81","Current Smoker","0.71","0.26","0.03","Current Smoker"
"GSM1052180_5730053040_R03C01","5.95","-5.69","0.60","-0.30","-0.30","Current Smoker","0.55","0.22","0.23","Current Smoker"
"GSM1052181_5730053040_R05C01","14.09","-3.47","2.52","-0.72","-1.79","Current Smoker","0.95","0.04","0.01","Current Smoker"
"GSM1052182_5730053040_R01C02","-4.40","-9.29","-1.69","0.63","1.06","Never Smoker","0.04","0.38","0.58","Never Smoker"
"GSM1052183_5730053040_R02C02","2.05","-5.65","-0.14","-0.07","0.21","Never Smoker","0.29","0.31","0.41","Never Smoker"
"GSM1052184_5730053040_R06C02","-0.55","-9.70","-1.23","0.23","1.00","Never Smoker","0.07","0.30","0.64","Never Smoker"
"GSM1052185_5730053041_R01C01","-2.09","-8.85","-0.95","0.15","0.79","Never Smoker","0.10","0.31","0.59","Never Smoker"
"GSM1052186_5730053041_R03C01","-2.84","-9.77","-1.37","-0.18","1.56","Never Smoker","0.04","0.14","0.81","Never Smoker"
"GSM1052187_5730053041_R04C01","-0.90","-8.46","-0.69","-0.40","1.10","Never Smoker","0.12","0.16","0.72","Never Smoker"
"GSM1052188_5730053041_R05C01","3.90","-6.50","0.02","0.19","-0.22","Former Smoker","0.34","0.40","0.26","Former Smoker"
"GSM1052189_5730053041_R06C01","14.10","-2.66","2.37","-0.41","-1.96","Current Smoker","0.93","0.06","0.01","Current Smoker"
"GSM1052190_5730053041_R01C02","-3.61","-10.15","-1.77","-0.05","1.82","Never Smoker","0.02","0.13","0.85","Never Smoker"
"GSM1052191_5730053041_R02C02","-1.42","-9.88","-1.21","-0.19","1.40","Never Smoker","0.06","0.16","0.78","Never Smoker"
"GSM1052192_5730053041_R03C02","-2.93","-9.11","-1.43","0.12","1.31","Never Smoker","0.05","0.22","0.73","Never Smoker"
"GSM1052193_5730053041_R04C02","0.58","-7.50","-1.04","1.29","-0.25","Former Smoker","0.07","0.76","0.16","Former Smoker"
"GSM1052194_5730053041_R05C02","2.92","-7.99","-0.91","0.08","0.83","Never Smoker","0.11","0.29","0.61","Never Smoker"
"GSM1052195_5730053041_R06C02","-2.39","-9.17","-2.09","0.53","1.56","Never Smoker","0.02","0.26","0.72","Never Smoker"
"GSM1052196_5730053046_R01C01","-0.50","-8.80","-1.43","0.33","1.10","Never Smoker","0.05","0.30","0.65","Never Smoker"
"GSM1052197_5730053046_R03C01","11.74","-2.03","2.57","-0.47","-2.09","Current Smoker","0.95","0.05","0.01","Current Smoker"
"GSM1052198_5730053046_R04C01","-1.60","-9.82","-0.95","0.26","0.69","Never Smoker","0.11","0.35","0.54","Never Smoker"
"GSM1052199_5730053046_R05C01","0.69","-5.99","0.53","-0.04","-0.50","Current Smoker","0.52","0.29","0.19","Current Smoker"
"GSM1052200_5730053046_R06C01","11.65","-2.56","1.83","0.01","-1.84","Current Smoker","0.84","0.14","0.02","Current Smoker"
"GSM1052201_5730053046_R01C02","9.58","-3.22","1.52","-0.43","-1.09","Current Smoker","0.82","0.12","0.06","Current Smoker"
"GSM1052202_5730053046_R03C02","5.94","-4.05","1.69","-0.37","-1.32","Current Smoker","0.85","0.11","0.04","Current Smoker"
"GSM1052203_5730053046_R06C02","0.52","-8.59","-1.16","0.15","1.00","Never Smoker","0.07","0.28","0.65","Never Smoker"
"GSM1052204_5730053048_R01C01","-2.43","-9.10","-0.16","-0.02","0.19","Never Smoker","0.28","0.32","0.40","Never Smoker"
"GSM1052205_5730053048_R04C01","-1.85","-9.43","-1.03","-0.28","1.30","Never Smoker","0.07","0.16","0.77","Never Smoker"
"GSM1052206_5730053048_R05C01","-0.21","-7.34","-0.96","0.49","0.47","Former Smoker","0.11","0.45","0.44","Former Smoker"
"GSM1052207_5730053048_R06C01","-0.65","-8.50","-1.25","0.64","0.60","Former Smoker","0.07","0.47","0.45","Former Smoker"
"GSM1052208_5730053048_R01C02","12.10","-5.07","1.35","-0.48","-0.87","Current Smoker","0.79","0.13","0.09","Current Smoker"
"GSM1052209_5730053048_R02C02","-2.50","-8.11","-1.29","0.23","1.06","Never Smoker","0.06","0.29","0.65","Never Smoker"
"GSM1052210_5730053048_R03C02","-1.87","-5.74","1.00","-1.30","0.29","Current Smoker","0.63","0.06","0.31","Current Smoker"
"GSM1052211_5730053048_R04C02","-0.45","-8.01","-0.76","-0.09","0.85","Never Smoker","0.13","0.25","0.63","Never Smoker"
"GSM1052212_5730053048_R05C02","7.40","-5.66","0.95","-0.17","-0.79","Current Smoker","0.67","0.22","0.12","Current Smoker"
"GSM1052213_5730053048_R06C02","-0.74","-8.44","-1.01","-0.80","1.80","Never Smoker","0.05","0.07","0.88","Never Smoker"
